Date,VictoryShares EM High Div Volatility WtdEtf_Open_average,VictoryShares EM High Div Volatility WtdEtf_Open_max,VictoryShares EM High Div Volatility WtdEtf_Open_min,VictoryShares EM High Div Volatility WtdEtf_Open_volatility,VictoryShares EM High Div Volatility WtdEtf_Open_change,VictoryShares EM High Div Volatility WtdEtf_High_average,VictoryShares EM High Div Volatility WtdEtf_High_max,VictoryShares EM High Div Volatility WtdEtf_High_min,VictoryShares EM High Div Volatility WtdEtf_High_volatility,VictoryShares EM High Div Volatility WtdEtf_High_change,VictoryShares EM High Div Volatility WtdEtf_Low_average,VictoryShares EM High Div Volatility WtdEtf_Low_max,VictoryShares EM High Div Volatility WtdEtf_Low_min,VictoryShares EM High Div Volatility WtdEtf_Low_volatility,VictoryShares EM High Div Volatility WtdEtf_Low_change,VictoryShares EM High Div Volatility WtdEtf_Close_average,VictoryShares EM High Div Volatility WtdEtf_Close_max,VictoryShares EM High Div Volatility WtdEtf_Close_min,VictoryShares EM High Div Volatility WtdEtf_Close_volatility,VictoryShares EM High Div Volatility WtdEtf_Close_change
2018-09-09,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-09-16,24.1,24.1,24.1,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2018-09-23,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2018-09-30,22.82,22.82,22.82,0.0,0.0,23.18,23.18,23.18,0.0,0.0,22.67,22.67,22.67,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-10-07,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-10-14,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-10-21,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2018-10-28,23.04,23.04,23.04,0.0,0.0,23.15,23.15,23.15,0.0,0.0,22.91,22.91,22.91,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2018-11-04,22.74,22.74,22.74,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-11-11,22.98,22.98,22.98,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-11-18,22.65,22.65,22.65,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-11-25,22.75,22.75,22.75,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2018-12-02,22.64,22.64,22.64,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2018-12-09,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2018-12-16,21.78,21.78,21.78,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-12-23,22.02,22.02,22.02,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2018-12-30,22.39,22.39,22.39,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2019-01-06,23.35,23.35,23.35,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2019-01-13,23.83,23.83,23.83,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2019-01-20,24.35,24.35,24.35,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-01-27,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-02-03,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-02-10,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-02-17,24.79,24.79,24.79,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-02-24,24.42,24.42,24.42,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-03-03,23.92,23.92,23.92,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-03-10,24.48,24.48,24.48,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-03-17,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2019-03-24,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-03-31,24.74,24.74,24.74,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-04-07,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-04-14,24.81,24.81,24.81,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-04-21,24.35,24.35,24.35,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-04-28,24.48,24.48,24.48,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-05-05,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2019-05-12,22.89,22.89,22.89,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2019-05-19,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2019-05-26,23.29,23.29,23.29,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2019-06-02,23.79,23.79,23.79,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-06-09,23.69,23.69,23.69,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2019-06-16,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-06-23,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-06-30,24.43,24.43,24.43,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-07-07,24.57,24.57,24.57,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-07-14,24.51,24.51,24.51,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-07-21,24.08,24.08,24.08,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-07-28,23.08,23.08,23.08,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2019-08-04,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-08-11,22.13,22.13,22.13,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-08-18,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-08-25,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-09-01,22.95,22.95,22.95,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2019-09-08,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-09-15,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-09-22,22.63,22.63,22.63,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2019-09-29,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-10-06,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2019-10-13,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2019-10-20,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-10-27,23.19,23.19,23.19,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-11-03,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-11-10,23.15,23.15,23.15,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-11-17,23.18,23.18,23.18,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-11-24,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2019-12-01,22.95,22.95,22.95,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.95,22.95,22.95,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2019-12-08,23.53,23.53,23.53,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-12-15,23.92,23.92,23.92,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2019-12-22,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-12-29,24.36,24.36,24.36,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2020-01-05,24.3,24.3,24.3,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2020-01-12,24.55,24.55,24.55,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2020-01-19,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2020-01-26,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2020-02-02,22.91,22.91,22.91,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2020-02-09,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2020-02-16,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2020-02-23,20.74,20.74,20.74,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2020-03-01,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2020-03-08,18.5,18.5,18.5,0.0,0.0,18.53,18.53,18.53,0.0,0.0,17.73,17.73,17.73,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2020-03-15,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.89,15.89,15.89,0.0,0.0
2020-03-22,16.83,16.83,16.83,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2020-03-29,16.92,16.92,16.92,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2020-04-05,18.41,18.41,18.41,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2020-04-12,18.32,18.32,18.32,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2020-04-19,17.88,17.88,17.88,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2020-04-26,18.25,18.25,18.25,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2020-05-03,18.71,18.71,18.71,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2020-05-10,18.19,18.19,18.19,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.13,18.13,18.13,0.0,0.0
2020-05-17,18.68,18.68,18.68,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2020-05-24,19.1,19.1,19.1,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2020-05-31,20.73,20.73,20.73,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2020-06-07,20.19,20.19,20.19,0.0,0.0,20.23,20.23,20.23,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2020-06-14,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2020-06-21,19.66,19.66,19.66,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2020-06-28,20.26,20.26,20.26,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2020-07-05,20.42,20.42,20.42,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.45,20.45,20.45,0.0,0.0
