Date,iShares Exponential TechnologiesEtf_Open_average,iShares Exponential TechnologiesEtf_Open_max,iShares Exponential TechnologiesEtf_Open_min,iShares Exponential TechnologiesEtf_Open_volatility,iShares Exponential TechnologiesEtf_Open_change,iShares Exponential TechnologiesEtf_High_average,iShares Exponential TechnologiesEtf_High_max,iShares Exponential TechnologiesEtf_High_min,iShares Exponential TechnologiesEtf_High_volatility,iShares Exponential TechnologiesEtf_High_change,iShares Exponential TechnologiesEtf_Low_average,iShares Exponential TechnologiesEtf_Low_max,iShares Exponential TechnologiesEtf_Low_min,iShares Exponential TechnologiesEtf_Low_volatility,iShares Exponential TechnologiesEtf_Low_change,iShares Exponential TechnologiesEtf_Close_average,iShares Exponential TechnologiesEtf_Close_max,iShares Exponential TechnologiesEtf_Close_min,iShares Exponential TechnologiesEtf_Close_volatility,iShares Exponential TechnologiesEtf_Close_change
2018-12-16,32.88,32.88,32.88,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-12-23,33.17,33.17,33.17,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-12-30,32.78,32.78,32.78,0.0,0.0,33.64,33.64,33.64,0.0,0.0,32.67,32.67,32.67,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-01-06,34.65,34.65,34.65,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-01-13,35.25,35.25,35.25,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-01-20,35.59,35.59,35.59,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-01-27,36.29,36.29,36.29,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-02-03,35.7,35.7,35.7,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.66,35.66,35.66,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-02-10,36.93,36.93,36.93,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2019-02-17,37.13,37.13,37.13,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-02-24,37.66,37.66,37.66,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-03-03,36.35,36.35,36.35,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2019-03-10,37.84,37.84,37.84,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2019-03-17,38.32,38.32,38.32,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2019-03-24,37.82,37.82,37.82,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-03-31,38.93,38.93,38.93,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-04-07,39.08,39.08,39.08,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2019-04-14,38.76,38.76,38.76,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-04-21,38.61,38.61,38.61,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-04-28,39.0,39.0,39.0,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-05-05,37.78,37.78,37.78,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.35,37.35,37.35,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-05-12,37.26,37.26,37.26,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2019-05-19,36.86,36.86,36.86,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-05-26,36.04,36.04,36.04,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2019-06-02,37.27,37.27,37.27,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2019-06-09,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-06-16,38.41,38.41,38.41,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-06-23,38.49,38.49,38.49,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-06-30,38.97,38.97,38.97,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2019-07-07,38.89,38.89,38.89,0.0,0.0,38.94,38.94,38.94,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-07-14,39.22,39.22,39.22,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-07-21,39.36,39.36,39.36,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-07-28,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-08-04,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.86,37.86,37.86,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2019-08-11,37.14,37.14,37.14,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-08-18,37.59,37.59,37.59,0.0,0.0,37.98,37.98,37.98,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2019-08-25,37.97,37.97,37.97,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-09-01,38.73,38.73,38.73,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-09-08,39.24,39.24,39.24,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-09-15,39.24,39.24,39.24,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2019-09-22,38.77,38.77,38.77,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2019-09-29,38.15,38.15,38.15,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-10-06,38.7,38.7,38.7,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-10-13,39.19,39.19,39.19,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2019-10-20,39.45,39.45,39.45,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-10-27,40.24,40.24,40.24,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2019-11-03,40.56,40.56,40.56,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-11-10,40.98,40.98,40.98,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-11-17,41.11,41.11,41.11,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-11-24,41.82,41.82,41.82,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-12-01,41.89,41.89,41.89,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2019-12-08,42.42,42.42,42.42,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-12-15,42.74,42.74,42.74,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2019-12-22,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-12-29,42.69,42.69,42.69,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2020-01-05,43.66,43.66,43.66,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2020-01-12,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2020-01-19,44.38,44.38,44.38,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2020-01-26,43.04,43.04,43.04,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2020-02-02,44.15,44.15,44.15,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2020-02-09,44.99,44.99,44.99,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2020-02-16,44.83,44.83,44.83,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2020-02-23,39.2,39.2,39.2,0.0,0.0,40.35,40.35,40.35,0.0,0.0,39.01,39.01,39.01,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2020-03-01,40.02,40.02,40.02,0.0,0.0,40.59,40.59,40.59,0.0,0.0,39.66,39.66,39.66,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2020-03-08,35.36,35.36,35.36,0.0,0.0,35.9,35.9,35.9,0.0,0.0,33.25,33.25,33.25,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2020-03-15,32.7,32.7,32.7,0.0,0.0,33.2,33.2,33.2,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2020-03-22,35.02,35.02,35.02,0.0,0.0,35.74,35.74,35.74,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2020-03-29,34.43,34.43,34.43,0.0,0.0,34.64,34.64,34.64,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2020-04-05,37.87,37.87,37.87,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2020-04-12,39.09,39.09,39.09,0.0,0.0,39.17,39.17,39.17,0.0,0.0,38.71,38.71,38.71,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2020-04-19,38.83,38.83,38.83,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.58,38.58,38.58,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2020-04-26,39.42,39.42,39.42,0.0,0.0,39.5,39.5,39.5,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2020-05-03,40.71,40.71,40.71,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2020-05-10,39.76,39.76,39.76,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.71,39.71,39.71,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2020-05-17,41.47,41.47,41.47,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2020-05-24,42.63,42.63,42.63,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2020-05-31,44.79,44.79,44.79,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2020-06-07,43.44,43.44,43.44,0.0,0.0,43.66,43.66,43.66,0.0,0.0,42.34,42.34,42.34,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2020-06-14,44.63,44.63,44.63,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2020-06-21,44.32,44.32,44.32,0.0,0.0,44.39,44.39,44.39,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2020-06-28,45.25,45.25,45.25,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2020-07-05,45.87,45.87,45.87,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.59,45.59,45.59,0.0,0.0
